id,type,governance,maturity,delivery,scope,kind,statement
REQ-DM-009,Requirement,approved,logic-defined,not-assessed,data,,"Task date modes — Task date is stored as a mode object: unset, linked, or fixed. — TaskDate type, api.ts, domain.ts, TaskEditor date controls, mappers."
REQ-DM-010,Requirement,approved,logic-defined,not-assessed,data,,"Linked task date — Linked task date stores relative position from communication date, not the final — Date resolver, mapper layer, timeline views, validation."
REQ-DM-011,Requirement,approved,logic-defined,not-assessed,data,,"Fixed/custom task date — If a task is unlinked, it becomes a fixed/custom calendar date and — Task date object, TaskEditor, date display logic, validation."
REQ-DM-012,Requirement,approved,logic-defined,not-assessed,data,,"Resolved date strategy — Resolved calendar dates are calculated when needed, not stored as the source — Date helpers, timeline helpers, mappers, display components."
REQ-DM-013,Requirement,approved,logic-defined,not-assessed,data,,"Communication date update — Updating/adding communication date recalculates linked task dates dynamically. It should not be — Date resolver, version update logic, timeline refresh, save"
REQ-DM-014,Requirement,approved,logic-defined,not-assessed,data,,"Fixed date exception — Fixed/custom task dates are excluded from communication-date shifting. — Date resolver, TaskEditor, validation."
REQ-DM-015,Requirement,approved,logic-defined,not-assessed,data,,"Action date span — Action start/end dates are calculated from the earliest/latest task dates inside the — date.helpers.ts, timelineHelpers.ts, action cards, mappers."
REQ-DM-016,Requirement,approved,logic-defined,not-assessed,data,,"Phase date span — Phase start/end dates are calculated from the earliest/latest task/action dates inside the — Phase cards, timeline, date helpers, mapper layer."
REQ-DM-017,Requirement,approved,logic-defined,not-assessed,data,,"Stored vs calculated fields — Task dates are source of truth. Action/phase spans may be cached for — Backend DTOs, API mappers, date helpers, timeline views."
REQ-DM-018,Requirement,approved,logic-defined,not-assessed,data,,"Backend naming — Backend should use clean domain naming like actions[]; builder UI can map — api.ts, api-mappers.ts, node.helpers.ts, types/domain.ts."
REQ-DM-019,Requirement,approved,logic-defined,not-assessed,data,,"API/domain/builder mappers — API, domain/app model, and builder render model should be separated through mapper — api-mappers.ts, node.helpers.ts, BuilderNode, service layer."
REQ-DM-020,Requirement,approved,logic-defined,not-assessed,data,,"Builder nodes — BuilderNode[] / PhaseNode is a render model for the builder stage, not — builder-node.types.ts, useBuilderNodes.ts, node.helpers.ts."
REQ-DM-021,Requirement,approved,logic-defined,not-assessed,data,,"UI state exclusion — Selection, hover, expanded cards, island state, active popover, active file preview, and — Builder store, island hooks, local storage if needed,"
REQ-DM-022,Requirement,approved,logic-defined,not-assessed,data,,"Timeline/day views — Timeline, weekly, monthly, and day views are generated from task dates. They — Timeline views, day cards, date helpers."
REQ-DM-023,Requirement,approved,logic-defined,not-assessed,data,,"Missing data and specs field model — For missing data and specs fields only, task is ready when each — TaskEditor fields, task type, validation, readiness checker, API"
REQ-DM-024,Requirement,approved,logic-defined,not-assessed,data,,"Centralized date logic — Date calculations should live in shared helpers, not scattered across cards/islands/timeline components. — date.helpers.ts, timelineHelpers.ts, TaskEditor date controls."
REQ-DZ-001-RECOVERY,Requirement,proposed,logic-defined,not-assessed,frontend,,"Stage movement, scroll direction, and dropzone behavior are recovered from the prior implementation."
REQ-DZ-001,Requirement,approved,logic-defined,implemented,frontend,,"Typed shared dropzone engine — Dropzones should be generated by view rules, not hardcoded inside components, so Kanban and Timeline drag/drop stay consistent and future-proof. — A typed dropzone model defines: view type, target type, accepted dragged object types, target ID, position, active state, edge-zone state, and the command to run on drop. Dropzones are generated by view rules. Drop actions route through named mutation commands."
REQ-EFP-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Embedded Google Docs/file preview — Version-level Drive/Docs links should be previewable inside the Builder using the shared popup shell, so users can reference approved docs without leaving the canvas. — Attempt to render the document via iframe/embed where supported, inside the shared sticky popup shell. If embedding fails (permissions, link format, browser restrictions), show a fallback to open externally. Rules: do not store file content, do not parse file content as product data in MVP, do not mutate Builder data from preview, Google Drive permissions remain outside the app."
REQ-EVI-001,Requirement,approved,logic-defined,implemented,frontend,,"Editor/Viewer Island (stage-pushing deep editor) — The current Task Editor should become a general Editor/Viewer Island — the controlled deep-editing surface for complex object forms — that pushes the stage rather than overlapping it. — MVP use: Task Editor. Future use: phase details, action details, AI metadata, strategy fields, advanced object forms. It is NOT a floating popup: it pushes/reduces the main stage width instead of overlapping the canvas. While open, the stage stays usable, cards stay selectable, the user can navigate the reduced stage, and the opened object stays selected/highlighted. Not resizable, but may contain smaller internal popups. On close/switch/leave with unsaved changes, the app must ask to save, discard, or cancel."
REQ-FCS-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Focus Island as selection/filtering engine — Focus Island is a strategic selection/filtering engine, not a simple filter. It lets users find and concentrate on specific work across the whole plan while preserving hierarchy. — Supports focus modes by Week, Action, Task, and Task property/spec (sender, receiver, channel, task type, subtask, future structured fields). On selecting a focus option, the system finds all matching tasks, selects them, highlights with animation, expands any collapsed phase/action containing them, and preserves hierarchy context. Works in both Kanban and Timeline."
REQ-FCS-002,Requirement,approved,logic-defined,not-assessed,frontend,,"Focus isolation (visual hide only) — Users should be able to isolate selected work by hiding everything else from view, without ever deleting data. — Focus Isolation Mode hides all non-selected tasks from the current view. An action with no visible selected tasks is hidden; a phase with no visible selected tasks is hidden. This is visual filtering only — no data is deleted. Works in Kanban and Timeline."
REQ-FI-001,Requirement,approved,logic-defined,not-assessed,data,,"File ownership level — Files are attached at the version level, not DCX level. — Version model, file metadata table, version creation payload,"
REQ-FI-002,Requirement,approved,logic-defined,not-assessed,data,,"New DCX file attachment — When a new DCX is created from the homepage, the system automatically — Homepage DCX creation, version creation service, project payload,"
REQ-FI-003,Requirement,approved,logic-defined,not-assessed,data,,"File storage type — MVP stores file links/references, mostly Google Drive links, not uploaded file content. — File metadata schema: name, URL, source, createdBy, versionId."
REQ-FI-004,Requirement,approved,logic-defined,not-assessed,data,,"Version-only file scope — Files are not attached to phases/actions/tasks in MVP. Version-level only. — File Manager Island, file schema, no task attachment"
REQ-FI-005,Requirement,approved,logic-defined,not-assessed,data,,"Active file viewing state — Opened file, active preview, selected file, tab state, zoom, and similar viewer — File Manager Island, local UI preferences, no backend"
REQ-FI-006,Requirement,approved,logic-defined,not-assessed,data,,"File access follows version access — Anyone who can access the version can see the version’s file links. — Access guard, version file query, file link display."
REQ-FP-CMA-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Add a live Version-readiness summary in the header / metadata island, updating on every edit. The ""stats"" surface the discovery missed."
REQ-FP-CMA-002,Requirement,approved,logic-defined,not-assessed,frontend,,"SMART default: active phase(s) expanded, the rest collapsed columns. Scales to 7–8 phases without a wall of scroll."
REQ-FP-CMA-003,Requirement,approved,logic-defined,not-assessed,frontend,,AUTO-CENTRE on select/navigate: selecting a card or jumping via focus/filter scrolls the stage to centre it (object-specific centring).
REQ-FP-CMA-004,Requirement,approved,logic-defined,not-assessed,frontend,,Drag-to-create pill: dragging from KBI-001 button creates a new card. Existing REQ-KBI-001 captures this; refined by PO alignment from core-interaction-model.
REQ-FP-D01,Requirement,approved,logic-defined,not-assessed,frontend,,"Task card as a single responsive component that resizes between collapsed/expanded (not separate components). Spacing, margins, font-sizes must be responsive/token-driven. Requires design-exploration step + PO sign-off before implementation."
REQ-FP-D02,Requirement,approved,logic-defined,not-assessed,frontend,,FocusIsland DEFAULT mode = highlight/spotlight: activates/highlights matching values while keeping non-matching VISIBLE. No opt-in isolation mode. Full picture retained at all times.
REQ-FP-D03,Requirement,approved,logic-defined,not-assessed,frontend,,ViewHelperIsland is NOT absent — code is view-gated (only renders in timeline/calendar views). Confirmed in scope; wire browser-verification step for timeline view in the relevant sprint.
REQ-FP-D04,Requirement,approved,logic-defined,not-assessed,frontend,,Wire entry points so AIChatPopup and TemplatePopup are reachable. Both in scope for v0.3.5.
REQ-FP-D05,Requirement,approved,logic-defined,not-assessed,frontend,,Theme toggle must actually switch dataset.theme/classList. PREREQUISITE for all light-theme token work (L01–L08) — must land before/with the change-token light-theme sprint.
REQ-FP-D06,Requirement,approved,logic-defined,implemented,frontend,,Dedicated sprint to add reduced-motion branches across effects.registry.ts + islands/cards per FP-R4 M01–M05 and core.md §20.
REQ-FP-D07,Requirement,approved,logic-defined,not-assessed,frontend,,Homepage/version reference available at docs/archive/dcx-manager-v0.1.4 (full prior codebase). FP-R5 grounds homepage/version sprints in this reference + brand contract.
REQ-FP-D08,Requirement,approved,logic-defined,not-assessed,frontend,,Brandbook values extracted from PDF text layer. Use output/brandbook-values.md as the FP-R1 values source.
REQ-FP-D09,Requirement,approved,logic-defined,implemented,frontend,,Enable click-to-open on collapsed editor when a card is selected (in addition to drag).
REQ-FP-D10,Requirement,approved,logic-defined,implemented,frontend,,Routing & Endpoint Directory fields: single-column layout (full width). No editor-width change.
REQ-FP-D11,Requirement,approved,logic-defined,implemented,frontend,,Collapsed Phase readiness text via tooltip (hover) + aria-label (screen readers).
REQ-FP-D12,Requirement,approved,logic-defined,not-assessed,frontend,,"Tokenize layout widths/heights (phase 72/260px, editor 382px, header 64px, footer 76px). Same pixels, sourced from tokens, not hardcoded. Aligns with D-01 responsive direction."
REQ-GOV-CAL-001,Requirement,locked,logic-defined,implemented,governance,,"During requirements-system rollout, the graph must operate in test/calibration mode: strict architecture remains binding, while imperfect mappings may remain provisional when visible, auditable, reversible, and queued for cleanup."
REQ-GOV-INV-001,Requirement,locked,logic-defined,implemented,agent-workflow,,"Agents may use graph data as authoritative planning context, but must investigate beyond stored mappings when risk, ambiguity, conflict, low confidence, failing tests, runtime contradiction, or locked product intent could affect a decision."
REQ-GOV-SRC-001,Requirement,locked,logic-defined,implemented,governance,,"Requirements, manifestation, trace, coverage, and inferred-link operations must never authorize or perform product source-code changes under src/**; every src/** change requires a separate explicit implementation plan and approval gate."
REQ-GOV-TRACE-001-AGENT,Requirement,locked,logic-defined,not-assessed,agent-workflow,,Agent plans and outputs must carry graph-ID grounding before implementation claims are accepted.
REQ-GOV-TRACE-001-BACKEND,Requirement,approved,logic-defined,not-assessed,backend,,"Backend-specific derivation of trace governance: every service, API endpoint, mapper, or data contract must trace to an approved requirement or carry an explicit exemption."
REQ-GOV-TRACE-001-DATA,Requirement,locked,logic-defined,not-assessed,data,,Data-specific derivation of trace governance: graph records must preserve provenance and validate relationships.
REQ-GOV-TRACE-001-DEVOPS,Requirement,approved,logic-defined,not-assessed,devops,,"DevOps-specific derivation of trace governance: every CI hook, deployment script, build config, or infrastructure definition must trace to an approved requirement or carry an explicit exemption."
REQ-GOV-TRACE-001-FRONTEND,Requirement,approved,logic-defined,not-assessed,frontend,,"Frontend-specific derivation of trace governance: every meaningful React component, hook, store action, or UI behavior must trace to an approved product requirement or carry an explicit exemption."
REQ-GOV-TRACE-001-OPS,Requirement,approved,logic-defined,not-assessed,operations,,"Operations-specific derivation of trace governance: every operational script, monitoring check, alert rule, or runbook must trace to an approved operations requirement or carry an explicit exemption."
REQ-GOV-TRACE-001-SECURITY,Requirement,approved,logic-defined,not-assessed,security,,"Security-specific derivation of trace governance: every policy, guard, permission check, or security test must trace to an approved security requirement or carry an explicit exemption."
REQ-GOV-TRACE-001-TESTQA,Requirement,approved,logic-defined,not-assessed,test-qa,,"Test/QA-specific derivation of trace governance: every test suite, test case, or quality gate must trace to the acceptance outcome or requirement it verifies, or carry an explicit exemption."
REQ-GOV-TRACE-001,Requirement,locked,logic-defined,not-assessed,governance,,Every meaningful manifestation must trace to an approved requirement or carry an explicit exemption.
REQ-HOME-ANALYTICS,Requirement,approved,logic-defined,implemented,frontend,,"Home dashboard: # Active DCXs (status not Approved and not Superseded), # Total DCXs, # Versions. Supabase-sourced; mock contract in HV-1."
REQ-HOME-BRAND,Requirement,approved,logic-defined,implemented,frontend,,Home shows a brand block: favicon + product name at the top of the page.
REQ-HOME-CREATE-ENTRY,Requirement,approved,logic-defined,not-assessed,frontend,,Home header has a description + Add button that opens the New Version popup/dialog.
REQ-HOME-CREATE-FETCH,Requirement,approved,logic-defined,implemented,frontend,,The create popup fetches a filtered list of ClickUp tasks from the client API to seed version creation. Backend-deferred: HV-1 satisfies via mock contract.
REQ-HOME-CREATE-FLOW,Requirement,approved,logic-defined,not-assessed,frontend,,"New Version popup: auto-assigns version number, assigns team members without job titles, optionally attaches reference documents during creation."
REQ-HOME-CREATE-TAXONOMY,Requirement,approved,logic-defined,not-assessed,frontend,,"ClickUp taxonomy: a ClickUp list = project, a ClickUp folder = client. Backend-deferred: mock contract in HV-1."
REQ-HOME-DCX-IMPLICIT,Requirement,approved,logic-defined,implemented,frontend,,One campaign = one DCX with many versions. Adding a version auto-creates the DCX container when none exists. Backend-deferred in HV-1.
REQ-HOME-FILTER,Requirement,approved,logic-defined,not-assessed,frontend,,"Home provides a configurable filter sidebar exposing version properties (Client, Project, Version Status, Created by) as dropdown/select controls; selections persist locally as saved views per REQ-UP-009/010/019."
REQ-HOME-LAYOUT,Requirement,approved,logic-defined,not-assessed,frontend,,"Home is a fixed full-viewport shell (100vh x 100vw, no page scroll) on desktop; internal blocks scroll within their own regions. Mobile/tablet layout stacks responsively per REQ-RESP-001."
REQ-HOME-LOGS,Requirement,approved,logic-defined,implemented,frontend,,"Home shows a read-only logs block of version status-update logs (user name, photo, timestamp), reading the same activity_logs as the builder; auto-loads on page open, no separate log store."
REQ-HOME-SEARCH,Requirement,approved,logic-defined,not-assessed,frontend,,"The Home version list is searchable by name, client, or any version property via free-text search."
REQ-HOME-SHELL,Requirement,archived,logic-defined,implemented,frontend,,"Home uses a single compact island/shell, not the builder multi-island system; strict islands remain builder-only. No src/builder/ island imports on Home."
REQ-HOME-USER,Requirement,approved,logic-defined,not-assessed,frontend,,Home shows a user block reusing builder header user controls minus the Save action. No Save button present on Home.
REQ-HOME-VERSION-LIST,Requirement,approved,logic-defined,not-assessed,frontend,,Home shows a version list (cards or bento layout) with proper version data; clicking a card navigates to /version/:id per REQ-VER-ROOM.
REQ-IFX-001,Requirement,approved,logic-defined,implemented,frontend,,"Reusable interaction feedback & motion system — The app needs one reusable interaction-feedback system so visual quality is consistent and motion never owns business state. — Modular, reusable effects for: valid drop-target highlight, invalid-drop feedback, parent-container glow, selected-card highlight, newly-created-item highlight, focus highlight, collapsed-container expansion animation, drag feedback, save/sync feedback, locked/disabled feedback. Effects must be modular, not hardcoded per card/island. Motion must never own business state or block save/load."
REQ-KBI-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Kanban Builder Island as creation surface — The Kanban Builder Island is a strategic creation surface. It starts compact and expands into a creation/control strip, with a reserved AI entry point, giving users a guided drag-to-create experience. — Compact button expands inline into a creation/control strip. Far-right reserves an AI Chat entry point. Supports drag-to-create: phase created only on drop into a valid board location, action only on drop into a phase, task only on drop into an action. Valid parent/drop target is highlighted during drag; created item animates/highlights after drop."
REQ-KEY-001,Requirement,approved,logic-defined,partially-implemented,frontend,,Ctrl+A selects all eligible builder cards.
REQ-KEY-002,Requirement,approved,logic-defined,partially-implemented,frontend,,Ctrl+C copies the current builder selection.
REQ-KEY-003,Requirement,approved,logic-defined,partially-implemented,frontend,,Ctrl+V pastes copied builder items into a smart target.
REQ-KEY-004,Requirement,approved,logic-defined,partially-implemented,frontend,,Delete and Backspace remove selected builder items through governed deletion rules.
REQ-KEY-005,Requirement,approved,logic-defined,partially-implemented,frontend,,Escape deselects the current builder selection.
REQ-KEY-006,Requirement,approved,logic-defined,not-assessed,frontend,,Ctrl+S triggers manual save without bypassing autosave governance.
REQ-KEY-007,Requirement,approved,logic-defined,partially-implemented,frontend,,Keyboard shortcuts are guarded while typing into text inputs.
REQ-LOAD-SKEL-001,Requirement,approved,logic-defined,implemented,frontend,,"App-wide skeleton loading states — Every app surface that loads data or async content (Builder shell/stage/cards, Home, Version pages, modals, lists, editor panels) must render a proper React skeleton/placeholder that matches the final layout during load, instead of spinners, layout shift, or blank states. This complements REQ-VR-003 (Builder progressive load sequence, backend-scoped ordering) but is broader: it applies app-wide and mandates skeleton placeholders as the loading affordance. Skeletons must respect prefers-reduced-motion (no infinite shimmer when reduced) per core.md §20."
REQ-PR-001,Requirement,approved,logic-defined,not-assessed,security,,"Company Google/Gmail authentication — Users must authenticate using company Google/Gmail authentication. — Auth provider, route guards, user session, backend user"
REQ-PR-002,Requirement,approved,logic-defined,not-assessed,security,,"Non-authenticated access — Non-authenticated users cannot open the Builder. — Route guard, no-access screen, login redirect."
REQ-PR-003,Requirement,approved,logic-defined,not-assessed,security,,"DCX/workspace-level access — Access is controlled at DCX/workspace level, not per version. — Workspace user table/model, access checker, version route guard."
