id,type,governance,maturity,delivery,scope,kind,statement
MAN-hook-src-builder-islands-editorviewerisland-useeditordraghandlers,Manifestation,proposed,logic-defined,implemented,frontend,hook,Drag-to-editor event handlers hook: useEditorDragHandlers — isDragActive state and handleDragOver/handleDragLeave/handleDrop (src/builder/islands/EditorViewerIsland/useEditorDragHandlers.ts). Extracted from useEditorState.ts during CC-1 file-size split.
MAN-hook-src-builder-islands-editorviewerisland-useeditorreadiness,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useEditorReadiness (src/builder/islands/EditorViewerIsland/useEditorReadiness.ts).
MAN-hook-src-builder-islands-editorviewerisland-useeditorsessionmanager,Manifestation,proposed,logic-defined,implemented,frontend,hook,Editor session lifecycle hook: useEditorSessionManager — sessionToDiscard state and handleCloseSession/confirmDiscardSession/cancelDiscardSession (src/builder/islands/EditorViewerIsland/useEditorSessionManager.ts). Extracted from useEditorState.ts during CC-1 file-size split.
MAN-hook-src-builder-islands-editorviewerisland-useeditorstate,Manifestation,proposed,logic-defined,implemented,frontend,hook,Code manifestation discovered by RS-R7 inventory: useEditorState (src/builder/islands/EditorViewerIsland/useEditorState.ts).
MAN-hook-src-builder-islands-editorviewerisland-usetasksectionreadiness,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useTaskSectionReadiness (src/builder/islands/EditorViewerIsland/useTaskSectionReadiness.ts).
MAN-hook-src-builder-islands-metadataisland-usefilepreview,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useFilePreview (src/builder/islands/MetadataIsland/useFilePreview.ts).
MAN-hook-src-builder-islands-selectionisland-usepresentationmode,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: usePresentationMode (src/builder/islands/SelectionIsland/usePresentationMode.ts).
MAN-hook-src-builder-islands-taskcreationflow-usetaskcreationflow,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useTaskCreationFlow (src/builder/islands/TaskCreationFlow/useTaskCreationFlow.ts).
MAN-hook-src-builder-islands-viewhelperisland-useviewhelper,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useViewHelper (src/builder/islands/ViewHelperIsland/useViewHelper.ts).
MAN-hook-src-builder-islands-viewhelperisland-useviewhelperscrollers,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useViewHelperScrollers (src/builder/islands/ViewHelperIsland/useViewHelperScrollers.ts).
MAN-hook-src-builder-stage-usedragstate,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useDragState (src/builder/stage/useDragState.ts).
MAN-hook-src-builder-stage-usestageexpansion,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useStageExpansion (src/builder/stage/useStageExpansion.ts).
MAN-hook-src-builder-stage-usestagemovement,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useStageMovement (src/builder/stage/useStageMovement.ts).
MAN-hook-src-builder-stage-usetaskreschedule,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useTaskReschedule (src/builder/stage/useTaskReschedule.ts).
MAN-hook-src-builder-stage-useweekstate,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useWeekState (src/builder/stage/useWeekState.ts).
MAN-hook-src-builder-stage-views-usedaygridcard,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useDayGridCard (src/builder/stage/views/useDayGridCard.ts).
MAN-hook-src-builder-stage-views-usedaygriddrag,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useDayGridDrag (src/builder/stage/views/useDayGridDrag.ts).
MAN-hook-src-builder-stage-views-usekanbaninteraction,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useKanbanInteraction (src/builder/stage/views/useKanbanInteraction.ts).
MAN-hook-src-builder-stage-views-usematrixtimeline,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useMatrixTimeline (src/builder/stage/views/useMatrixTimeline.ts).
MAN-hook-src-builder-stage-views-useweeklyview,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useWeeklyView (src/builder/stage/views/useWeeklyView.ts).
MAN-hook-src-hooks-useautosave,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useAutosave (src/hooks/useAutosave.ts).
MAN-hook-src-hooks-usereducedmotion,Manifestation,approved,logic-defined,implemented,frontend,hook,useReducedMotion hook (src/hooks/useReducedMotion.ts) — reads prefers-reduced-motion media query and subscribes to changes; used by EffectLayer to select the reduced variant of each motion effect.
MAN-hook-src-hooks-usescrolledge,Manifestation,approved,logic-defined,implemented,frontend,hook,useScrollEdge hook (src/hooks/useScrollEdge.ts): shared scroll-position detector returning startFade/endFade booleans for vertical and horizontal axes; drives overflow gradient signals in PhaseCard (action list) and HorizontalTaskFlow (task row). Created OA-1.
MAN-hook-src-hooks-usetheme,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useTheme (src/hooks/useTheme.ts).
MAN-hook-src-hooks-usetoggle,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useToggle (src/hooks/useToggle.ts).
MAN-hook-src-ui-forms-date-usedatepickerstate,Manifestation,proposed,logic-defined,not-assessed,frontend,hook,Code manifestation discovered by RS-R7 inventory: useDatePickerState (src/ui/forms/date/useDatePickerState.ts).
MAN-hook-src-ui-motion-useeffect,Manifestation,proposed,logic-defined,implemented,frontend,hook,Code manifestation discovered by RS-R7 inventory: useEffect (src/ui/motion/useEffect.ts).
