source_row,source_id,category,status,chain_layer,suggested_node_id,source_path,seed_action
159,UP-016,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-016,dcx-requirements-master.csv,Seed as REQ-
160,UP-015,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-015,dcx-requirements-master.csv,Seed as REQ-
161,UP-017,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-017,dcx-requirements-master.csv,Seed as REQ-
162,UP-023,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-023,dcx-requirements-master.csv,Seed as REQ-
163,UP-018,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-018,dcx-requirements-master.csv,Seed as REQ-
164,UP-012,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-012,dcx-requirements-master.csv,Seed as REQ-
165,DM-021,Preferences; Session & Telemetry,Confirmed,REQ->BHV->RSP,REQ-DM-021,dcx-requirements-master.csv,Seed as REQ-
166,UP-002,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-002,dcx-requirements-master.csv,Seed as REQ-
167,UP-003,Preferences; Session & Telemetry,Confirmed,REQ->RSP,REQ-UP-003,dcx-requirements-master.csv,Seed as REQ-
168,BC-002,Preferences; Session & Telemetry,Confirmed,REQ->BHV->RSP,REQ-BC-002,dcx-requirements-master.csv,Seed as REQ-
169,VR-004,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-VR-004,dcx-requirements-master.csv,Seed as REQ-
170,PR-001,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-PR-001,dcx-requirements-master.csv,Seed as REQ-
171,PR-002,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-PR-002,dcx-requirements-master.csv,Seed as REQ-
172,VR-002,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-VR-002,dcx-requirements-master.csv,Seed as REQ-
173,VR-001,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-VR-001,dcx-requirements-master.csv,Seed as REQ-
174,PR-021,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-PR-021,dcx-requirements-master.csv,Seed as REQ-
175,VR-003,Routing; Auth & Load Control,Confirmed,REQ->RSP,REQ-VR-003,dcx-requirements-master.csv,Seed as REQ-
176,RV-015,Validation & Readiness Rules,Proposed,REQ->BHV,REQ-RV-015,dcx-requirements-master.csv,Seed as REQ- (confirmation_status: proposed)
177,RV-013,Validation & Readiness Rules,Proposed,REQ->BHV,REQ-RV-013,dcx-requirements-master.csv,Seed as REQ- (confirmation_status: proposed)
178,RV-014,Validation & Readiness Rules,Proposed,REQ->BHV,REQ-RV-014,dcx-requirements-master.csv,Seed as REQ- (confirmation_status: proposed)
179,BC-022,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-BC-022,dcx-requirements-master.csv,Seed as REQ-
180,RV-010,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-010,dcx-requirements-master.csv,Seed as REQ-
181,RV-011,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-011,dcx-requirements-master.csv,Seed as REQ-
182,RV-012,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-012,dcx-requirements-master.csv,Seed as REQ-
183,RV-008,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-008,dcx-requirements-master.csv,Seed as REQ-
184,BC-028,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-BC-028,dcx-requirements-master.csv,Seed as REQ-
185,RV-001,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-001,dcx-requirements-master.csv,Seed as REQ-
186,VL-006,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-VL-006,dcx-requirements-master.csv,Seed as REQ-
187,DM-004,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-DM-004,dcx-requirements-master.csv,Seed as REQ-
188,RV-006,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-006,dcx-requirements-master.csv,Seed as REQ-
189,RV-007,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-007,dcx-requirements-master.csv,Seed as REQ-
190,BC-029,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-BC-029,dcx-requirements-master.csv,Seed as REQ-
191,RV-009,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-009,dcx-requirements-master.csv,Seed as REQ-
192,RV-002,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RV-002,dcx-requirements-master.csv,Seed as REQ-
193,DM-023,Validation & Readiness Rules,Confirmed,REQ->BHV->RSP,REQ-DM-023,dcx-requirements-master.csv,Seed as REQ-
194,SBC-001,Shared Builder Card System,Confirmed,REQ->BHV->RSP,REQ-SBC-001,dcx-requirements-master.csv,Seed as REQ-
195,SBC-002,Shared Builder Card System,Confirmed,REQ->BHV->RSP,REQ-SBC-002,dcx-requirements-master.csv,Seed as REQ-
196,SBC-003,Shared Builder Card System,Confirmed,REQ->BHV->RSP,REQ-SBC-003,dcx-requirements-master.csv,Seed as REQ-
197,SBC-004,Shared Builder Card System,Confirmed,REQ->BHV->RSP,REQ-SBC-004,dcx-requirements-master.csv,Seed as REQ-
198,SBC-005,Shared Builder Card System,Confirmed,REQ->BHV->RSP,REQ-SBC-005,dcx-requirements-master.csv,Seed as REQ-
199,RDY-001,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RDY-001,dcx-requirements-master.csv,Seed as REQ-
200,RDY-003,Validation & Readiness Rules,Confirmed,REQ->BHV,REQ-RDY-003,dcx-requirements-master.csv,Seed as REQ-
201,KBI-001,Builder UI Surfaces,Confirmed,REQ->BHV,REQ-KBI-001,dcx-requirements-master.csv,Seed as REQ-
202,AIC-001,AI & Intelligence (Seed),Proposed,REQ->RSP,REQ-AIC-001,dcx-requirements-master.csv,Seed as REQ- (confirmation_status: proposed)
203,AIM-001,Domain Model & API Contracts,Proposed,REQ->RSP,REQ-AIM-001,dcx-requirements-master.csv,Seed as REQ- (confirmation_status: proposed)
204,IFX-001,Interaction & Motion System,Confirmed,REQ->RSP,REQ-IFX-001,dcx-requirements-master.csv,Seed as REQ-
205,TPL-001,Templates & Reuse (Seed),Confirmed,REQ->RSP,REQ-TPL-001,dcx-requirements-master.csv,Seed as REQ-
206,FCS-001,Builder UI Surfaces,Confirmed,REQ->BHV,REQ-FCS-001,dcx-requirements-master.csv,Seed as REQ-
207,FCS-002,Builder UI Surfaces,Confirmed,REQ->BHV,REQ-FCS-002,dcx-requirements-master.csv,Seed as REQ-
208,VHB-001,Builder UI Surfaces,Confirmed,REQ->RSP,REQ-VHB-001,dcx-requirements-master.csv,Seed as REQ-
